編號,發布日期,職缺名稱,工作內容摘要,公司名稱,產業描述,最低薪資,最高薪資,學歷要求代碼清單,具體的軟硬體技能要求,目前應徵人數,工作連結
1338,20260402,影像辨識工程師(台北總公司),擅於以人工智慧進行圖像內容識別與影像處理 2. 具電腦視覺/影像處理/人工智慧/機器學習/等相關背景知識優先 3. 具有GPU運算(CUDA or OpenCL)撰寫經驗者尤佳 4. 熟悉 C++/Java/Python 程式語言設計  5. 客,奕瑞科技有限公司,電腦系統整合服務業,50000,9999999,碩士,[],50,https://www.104.com.tw/job/6ho68
1342,20260407,顧問諮詢及運維實習生 Consulting & Operations Intern,"喜歡與不同背景的人合作

【加分條件（非必要）】
◆ 對雲端服務、SaaS、IT 系統有基本概念
◆ 使用過工單或客服系統
◆ 接觸過 SQL、Python 或資料分析工具",英屬開曼群島商萬里雲互聯股份有限公司台灣分公司,電腦軟體服務業,196,196,專科以上,[],26,https://www.104.com.tw/job/8za7v
1343,20260407,SAP ABAP - Associate Technical Consultant,"Python, XSLT, Java or ABAP) is mandatory.
•	Strong problem solving skills
•	Self-starter attitude and passionate to pick up",虎門科技股份有限公司,電腦系統整合服務業,45000,9999999,大學以上,[],0,https://www.104.com.tw/job/8ar9r
1346,20260403,人工智慧開發工程師 / AI Development Engineer,"新技術
進行建模與算法實現，並實現自動化與服務化

【必要條件】
1. 良好的溝通與表達能力，與團隊溝通合作
2. 熟悉 ML.DL 相關知識
3. 熟悉Python程式語言
4. 熟悉Linux 系統操作
5. 熟悉資料庫程式語言 SQL

【加",禾多移動多媒體股份有限公司,數位內容產業,650000,900000,大學以上,[],30,https://www.104.com.tw/job/5pzrx
1360,20260320,資安系統研發工程師,Python),合勤企業集團_勤晁科技股份有限公司,網際網路相關業,40000,55000,大學以上,"[{'code': '12001003008', 'description': 'C'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001001020', 'description': 'Shell'}, {'code': '12001002018', 'description': 'Git'}]",0,https://www.104.com.tw/job/8xgn9
1369,20250714,Ubuntu Desktop and Embedded Linux Field Engineer,"x86, ARM, RISC-V
-  Familiarity with Ubuntu development model
- Shell/Python scripting skills

What Canonical offers:
-",Canonical_英商科能有限公司台灣分公司,其它軟體及網路相關業,1200000,9999999,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001002016', 'description': 'Github'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001003008', 'description': 'C'}, {'code': '12001003045', 'description': 'Python'}]",0,https://www.104.com.tw/job/7n2l5
1370,20260407,【新鮮人專區】2026校園徵才-AI軟體工程師,"參與 AI / 機器學習 /AI 視覺/運算平台系統應用開發，將資料分析與模型實際導入智慧製造、智慧工廠與企業場域，打造具商業價值的 AI 解決方案。熟悉 C#, C/C++, Python 等程式，並具備 Linux 作業系統能力。

專業:",和碩集團_和碩聯合科技股份有限公司,電腦及其週邊設備製造業,37000,65000,大學以上,[],67,https://www.104.com.tw/job/8yrv4
1372,20260323,產品營運專員 | Product Operations Specialist,"清晰理解、整理並表達問題，並與跨部門團隊有效合作。
6. 2 年以內的正職工作經驗（產業、職位不限），歡迎應屆畢業生加入！

【加分條件】
1. 具備進階 Excel 能力，擅長AI工具或熟悉 SQL、Python 或其他數據處理工具，能夠處理大量",街口電子支付股份有限公司,網際網路相關業,40000,55000,大學以上,[],55,https://www.104.com.tw/job/8nd15
1373,20260407,Junior Rigger Artist,"熟悉Maya 基本骨架的流程
熟悉Maya權重/Deformer流程
熟悉Maya骨架IK/FK流程

加分項目：
用過 MEL或Python",砌禾數位動畫股份有限公司,多媒體傳播相關業,30000,35000,大學以上,"[{'code': '12002001019', 'description': 'MAYA'}]",0,https://www.104.com.tw/job/7v3o6
1374,20260304,[New College Graduate 新鮮人專區] 系統設計驗證工程師 (System Design Validation Engineer - Production),"troubleshooting
-Proficient with a programming language (C/C++, Python, Java, or Perl)
-Understand UEFI boot OS startup process and",NVIDIA_新加坡商輝達開發有限公司台灣分公司,其他半導體相關業,40000,55000,大學以上,[],58,https://www.104.com.tw/job/8yx2i
1377,20260320,嵌入式系統研發工程師,"Script/Python腳本
2. 熟悉 Netfilter Queue (NFQUEUE) 封包處理技術
3. 熟悉 iptables/nftables 與 Linux 網路協定棧（Network Stack）
4. 具備 Linux",合勤企業集團_勤晁科技股份有限公司,網際網路相關業,40000,55000,大學以上,"[{'code': '12001007063', 'description': 'Security'}, {'code': '12001003008', 'description': 'C'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001001007', 'description': 'Linux'}, {'code': '12001001020', 'description': 'Shell'}]",1,https://www.104.com.tw/job/8xh4x
1380,20260331,R0008940: AI Engineer (TrendIQ Core Team),"Machine Learning, or related fields. 
- Proficiency in Python and experience with AI/ML frameworks such as PyTorch or",Trend Micro_趨勢科技股份有限公司,電腦軟體服務業,40000,55000,碩士以上,[],50,https://www.104.com.tw/job/8vn9t
1384,20260402,Global Start-UP - Founding Engineer (Fullstack engineer),"front-end components (React) and robust back-end APIs (Node.js/Python).
•	Data Visualization: Transform industrial telemetry",台灣米高蒲志國際股份有限公司,人力仲介代徵,40000,55000,大學以上,[],1,https://www.104.com.tw/job/902xr
1385,20260401,"Software Engineer Manager, Platforms Release Engineering, Google Cloud","development experience in C++, GO, or Python. 
• 3 years of experience across testing, maintaining, or launching software",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/900ro
1386,20260328,(AI機器人科技)FAE應用工程師,"具工程繪圖(solidworks)、程式設計(ARDUINO IDE、Python)，並樂於與人溝通、教導傳授客戶者尤佳：
1. 機器人設備之開發設計、維修、保養與Trouble-Shooting；
2. 設備之開立與審核及手冊製作工作；
3.",貝登堡智能股份有限公司,電腦系統整合服務業,40000,55000,專科以上,[],0,https://www.104.com.tw/job/8q2yr
1387,20260331,R0006775:【新鮮人募集！】 Software Engineer,"希望你具備的技能：

•熟悉至少一項程式語言：Java, Python, C++, Go 等；
•基礎的 Linux 操作技能；
•有使用過公有雲服務 (AWS, GCP, Azure) 的經驗更佳。
趨勢的文化鼓勵創新、合作與持續學習，並且相信每",Trend Micro_趨勢科技股份有限公司,電腦軟體服務業,40000,55000,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001003008', 'description': 'C'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003025', 'description': 'Java'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003080', 'description': 'Go'}]",140,https://www.104.com.tw/job/8j3ec
1389,20251224,【前瞻研究籌獲中心】資安研究員(台北),"1. 設計和實施基於數據挖掘和機器學習技術的自動化流程、系統與工具
2. 撰寫研究報告
3. 研析其他新興資安技術
4. 其他主管交辦事項

工作經驗：具資訊相關工作經驗尤佳(無經驗可)
專業能力技能需求：
【程式語言技能】
C, Python.",國家資通安全研究院,其他專業／科學及技術業,40000,55000,大學以上,[],0,https://www.104.com.tw/job/83kfo
1390,20260223,國家衛生研究院國家環境醫學研究所 誠徵博士級研究助理,"科博士學位。
2.	專業技能：
(1)	具備大型資料庫（如健保資料庫）分析經驗者尤佳。
(2)	熟練操作統計軟體（如 SAS、R、Stata 或 Python）。
(3)	具備良好的英文文獻閱讀與學術寫作能力。
【聯絡方式】
聯絡人：歐育珊小姐
電",財團法人國家衛生研究院,其他教育服務業,51250,9999999,博士,"[{'code': '12003005011', 'description': 'SPSS'}, {'code': '12003005009', 'description': 'SAS'}, {'code': '12001003078', 'description': 'R'}]",0,https://www.104.com.tw/job/8yjd8
1391,20260327,經營分析專員,"Power BI、SQL 或 Python 等資料工具使用經驗尤佳。
善用 AI 工具提升分析效率者優先考慮。
【人格特質】 
具備問題定義與分析判斷能力，能在資訊不完整下推進決策；善於流程優化與跨部門溝通，能將財務數據轉譯為可執行資訊；熟悉運用工具提升",緯穎科技服務股份有限公司,電腦及其週邊設備製造業,40000,55000,大學以上,[],58,https://www.104.com.tw/job/8vxl0
1393,20260402,CPU Design Verification Engineer,"such as Python, Perl, Shell, Bash, etc. 
• Experience with ARM Instruction Set Architecture. 
• Knowledge of general",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/901u8
1394,20260105,維運工程師,"介接、資料處理、單元測試等基本開發能力。
3. 熟悉 Git 與基本 CI/CD 流程（GitLab CI 佳）。
4. 基礎 Linux 操作與簡單腳本撰寫能力（Shell / Python 佳）。
5. 若有 Kubernetes、監控系統或",線上探索科技股份有限公司,電腦軟體服務業,40000,55000,專科以上,[],0,https://www.104.com.tw/job/8hw9c
1395,20260330,全端工程師,"優化與管理
• 診所內部網站維護與功能擴充
• 協助第三方軟體與內部系統的 API 整合
• 基本 UI / UX 優化（如有經驗）

 內部系統數位化與自動化
• 開發簡單的自動化工具，例如報表產生、內部通知系統
• 撰寫腳本（Python /",向陽創新設計有限公司,廣告行銷公關業,50000,9999999,大學以上,"[{'code': '12001006017', 'description': 'JavaScript'}, {'code': '12001006038', 'description': 'VueJS'}, {'code': '12001006036', 'description': 'ReactJS'}]",0,https://www.104.com.tw/job/8t11a
1396,20260407,"Software Engineer, Google System","development, machine management software development, or Linux kernel development. 
• Experience in Python and scripting",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8zy4p
1398,20260401,期貨策略 AI 工程師 (AI Engineer),"Science 
• Experience working with modern Deep Learning techniques, framework and applications, Python, DL framework (e.g",天鏡科技股份有限公司,電腦系統整合服務業,40000,55000,專科以上,[],0,https://www.104.com.tw/job/5sdae
1401,20260331,DC-DC Power Engineer,"tools and software packages. Intel VRTT tool, AMD SDLE tool, and other software tool as Cadence Allegro, Python, or SIMPLIS",Hewlett Packard Enterprise_慧與科技股份有限公司,電腦及其週邊設備製造業,40000,55000,大學以上,[],3,https://www.104.com.tw/job/8zypt
1404,20260204,軟體測試工程師,"Cloud AI演算法給予優化建議，
協助企業將資源進行最有效的配置，期望打造全台第一的智慧建築雲平台，攜手實現綠色供應鏈的目標！

【擅長工具】
基本要求：Word、Excel、Devtools (Chrome)、Python、Java
加分項目：
初步",集星資通股份有限公司,電腦系統整合服務業,35000,55000,專科以上,"[{'code': '12001008003', 'description': 'Excel'}, {'code': '12001008016', 'description': 'Word'}]",1,https://www.104.com.tw/job/8h3yh
1406,20260403,"Software Engineering Intern, PhD, Summer 2026","related fields. 
• Experience in software development and coding in one or more of the following: Python or C++. 
• Experience",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8ughl
1407,20260407,"Software Engineer II, Android Laptops and Tablets Camera","programming languages (e.g., Python, C, C++, Java, JavaScript). 
• 1 year of experience with data structures and algorithms.",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8zy4q
1408,20260401,Server BMC Firmware Summer Intern,"行 基本系統操作 與 簡易測試流程
2. 蒐集、整理並歸檔 平台日誌、測試結果及相關技術資訊
3. 協助維護與更新 內部文件、記錄及技術說明文件
4. 在指導下支援 簡單的自動化任務，例如修改或執行 Python 腳本
5. 提供日常支援工作，包括",台灣聯想環球科技股份有限公司,電腦及其週邊設備製造業,35000,9999999,大學以上,[],8,https://www.104.com.tw/job/9013l
1410,20260402,"Software Engineer, Generative AI Application and Tooling","development in one or more programming languages (e.g., Python, Kotlin, TypeScript, or Java), or 1 year of experience with an",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8zt3r
1411,20260316,統一期貨_財務會計專員,"具想法、有熱忱、責任感、細心、耐心者
√ 工作態度認真、數字能力強細心、且穩定性高者優先考慮
√ 熟悉OFFICE作業或VBA、Python等資料整理功能者佳
√ 如果了解期貨及證券業，擁有相關牌照者佳

【工作內容】
1. 辦理銀行現金存款、提款",統一期貨股份有限公司,證券及期貨業,35000,48000,大學以上,"[{'code': '12001008003', 'description': 'Excel'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12001008016', 'description': 'Word'}]",0,https://www.104.com.tw/job/73r4x
1413,20260402,"Failure Analysis Engineer, Hardware Reliability","MATLAB, Python, R, C/C++, JavaScript. 
• Ability to travel up to 25% of the time, including international travel. 
 
 
 About the",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8zt3o
1414,20260406,自動化電控-程式工程師(TY)(工作地:新北土城),"1.熟悉C/C++/C#.NET/Python，有圖像視覺算法開發相關經驗
2.熟悉OpenCV or Halcon or Linux
3.具團隊溝通協調和獨立解決問題能力
4.有AOI專案經驗尤佳
5.熟悉Tensorflow / Keras",鴻海集團_英屬開曼群島商鴻騰精密科技股份有限公司台灣分公司,其他電子零組件相關業,40000,55000,大學以上,[],0,https://www.104.com.tw/job/7fe4n
1416,20260402,【外籍僑生申請工作許可專區】ELK資料解決方案工程師_潛力人才計畫招聘專區,"參與潛力人才培訓計劃:
．Elastic Stack 解決方案。
．Lucene Query
．Shell Script (Bash)
．Programer Script (Python)
．企業級解決方案實作 (Backup/Restore/",歐立威科技股份有限公司,電腦軟體服務業,38000,9999999,大學以上,"[{'code': '12001001007', 'description': 'Linux'}]",0,https://www.104.com.tw/job/8gdy9
1417,20260305,演算法開發工程師,"工作經驗:有經驗者佳
專長:
1.熟悉C/C++、Matlab、VHDL/Verilog、DSP、python
2.機器學習相關知識背景
3.具基礎數學知識如線性代數、機率、微積分、最佳化理論
4.具影象處理軟硬體整合和機器學習演算法開發
其他:",啟樺機械工業股份有限公司,其他相關製造業,38000,50000,專科以上,[],0,https://www.104.com.tw/job/7aukb
1418,20260407,資訊系統工程師(歡迎或優先僱用原住民)(F),"1. 網頁前後端開發經驗。
2. SQL資料庫觀念或使用經驗。
3. python/FastAPI開發經驗。
4. 網頁系統導入經驗。
5. 使用AI工具及應用。
6. 主管交辦及行政工作之協助。",鼎漢國際工程顧問股份有限公司,其他專業／科學及技術業,40000,60000,專科以上,"[{'code': '12001004031', 'description': 'MS SQL'}]",0,https://www.104.com.tw/job/8tnue
1420,20260310,企業 AI 網路基礎架構工程師（AI Network Infrastructure Engineer）（工程師／儲備技術顧問）,"/ VMware 等）
- 熟悉 Server、Storage 或虛擬化/Container 技術
- 會用 Python/Ansible/Terraform 等工具把交付「流程化、模板化」
- 對 AI 基礎設施或 AI 應用有興趣或相關經驗",訊達電腦股份有限公司,電腦系統整合服務業,35000,9999999,大學以上,"[{'code': '12001007071', 'description': 'TCP/IP'}, {'code': '12001007015', 'description': 'Cisco'}, {'code': '12001007022', 'description': 'Firewall'}, {'code': '12001007074', 'description': 'VLAN'}, {'code': '12001007021', 'description': 'Ethernet'}, {'code': '12001007038', 'description': 'LAN'}, {'code': '12001007061', 'description': 'Routers'}, {'code': '12001007063', 'description': 'Security'}, {'code': '12001007075', 'description': 'VPN'}]",1,https://www.104.com.tw/job/8y3rg
1423,20260402,"Test Engineering Manager, XR","programming languages (e.g., Python, Java, C++) 
• 3 years of full cycle people management and team leadership experience.",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8zt3l
1425,20260407,"Software Engineer, Augmented Reality System Software","Python. 
 
 
 Preferred qualifications:
• Experience with version control systems and code review tools like Gerrit. 
•",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8zp00
1426,20260403,"Software Engineer, Platforms Release Engineering, Google Cloud Platforms","++, GO, or Python. 
• 3 years of experience across testing, maintaining, or launching software products. 
• 1 year of",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/903m5
1431,20260330,【電信網路菁英】系統工程師_資淺到資深_正職_福利佳_薪資優#IL,"者佳。
7.有撰寫自動化工具維運(Shell Script、python皆可)的經驗者加分。
8.熟悉機房主機、儲存設備相關硬體並有建置、規劃、管理、障礙排除。

––––––––––––––––––––––––––––––––––––––––––",康彼斯顧問股份有限公司,人力仲介代徵,42000,85000,專科以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001005017', 'description': 'Vmware'}]",0,https://www.104.com.tw/job/8x2z9
1433,20260407,"CPU Performance Architect, Silicon","microarchitecture, performance, or advanced CPU design. 
• Experience with C/C++ and scripting languages (e.g., Python). 
 
•",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8zysm
1434,20260402,"Software Engineer, Machine Learning Infrastructure, Google Cloud Platform","experience. 
• 2 years of experience with programming in Python, C++, Java, or 1 year of experience with an advanced degree in",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8yok6
1435,20260403,"Hardware Engineer, Camera Calibration, Devices and Services","using one of programming languages such as Python, MATLAB, C/C++/C# to do statistical methods (6s, SPC, Cpk) for data",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8zkxk
1437,20251218,中研院生化所(廖俊智老師)-研究助理(學士/碩士),"）、比對、組裝、變異偵測
-甲基化 / 其他修飾分析
*撰寫與維護分析程式碼（Python / R / bash 等），讓流程自動化、可重現、可交接
*與實驗人員密切合作：一起討論實驗設計、結果詮釋

B. Automation & Agent",中央研究院_生物化學研究所,其他教育服務業,38388,56752,大學以上,[],0,https://www.104.com.tw/job/8wrmo
1438,20260407,博士後研究員-演算法開發,"1. 對心電圖資料判讀演算法開發有經驗者優先
2. 歡迎生醫、醫工相關科系者加入
3. 有數位訊號處理經驗者佳
4. 具備機器學習/深度學習相關經驗佳
5. 具備至少一種程式語言能力。例：python/c
6. 具備統計相關知識者佳
7. 熟悉",巨量移動科技股份有限公司,電腦軟體服務業,63000,9999999,博士,"[{'code': '12001003008', 'description': 'C'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003034', 'description': 'Matlab'}, {'code': '12001003045', 'description': 'Python'}]",0,https://www.104.com.tw/job/7jd5u
1439,20260402,"System Lab Engineer, Google Cloud, University Graduate","administration, maintenance, and database management. 
• Experience with software development languages, particularly Python,",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8yy4k
1440,20260401,(2026 Summer Intern) Associate Application Consultant | apply by 4/20,"challenges.
•	Experience with 1 of the following (Java, C++, Python, Scala, R, SAS, SQL, HTML, SPSS, VBA, Tableau, etc.), as well as",IBM_台灣國際商業機器股份有限公司,電腦系統整合服務業,34000,34000,大學以上,[],9,https://www.104.com.tw/job/900y4
1441,20260402,"Manufacturing Test Development Engineer, Networking","electronics, fixture, and equipment. 
• Experience developing test scripts using Python (or other scripting languages).",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8zt3p
1442,20260329,JD0005 Electrical & Software Engineer,"Python and C++ software for automation scripting, data acquisition, analysis, and instrument interfacing.

5. PCB Engineering:",來成光子科技股份有限公司,光電產業,40000,55000,大學以上,"[{'code': '12001003010', 'description': 'C++'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12004001027', 'description': 'PLC'}, {'code': '12004001016', 'description': 'Firmware'}, {'code': '12001002003', 'description': 'MCU'}, {'code': '12001001007', 'description': 'Linux'}, {'code': '12003003049', 'description': 'Robot'}]",0,https://www.104.com.tw/job/8uix7
1443,20260402,"Customer Solutions Engineer, gTech Ads (English, Mandarin)","or technical consulting. 
• Experience in system design or reading code (e.g., Java, C++, Python). 
• Experience in a",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8zt3k
1445,20260403,Camera Software Engineer,"Model 研發部署

【能力需求】
1. 具備 C/C++ 程式開發能力
2. 熟悉以下任一種 Script 語言: PowerShell, Bash, and Python
3. 具有 Linux 環境下開發經驗
4. 熟悉 Git 版控工具",TechNexion Ltd_彤晟科技股份有限公司,電腦系統整合服務業,40000,55000,專科以上,[],0,https://www.104.com.tw/job/8bxhz
1448,20260330,【外商】[RC-SA] Site Reliability Engineer - Windows／可靠性工程師,"的高可用性與效能，運用 PowerShell、Python、Terraform 或 Ansible 等工具自動化日常任務與部署流程，部署與維護監控系統保障平台穩定運作。同時，你也將協助內部團隊解決技術問題，並與跨部門協作推動流程優化。

【主要職責",烽泰科技有限公司,其他金融及輔助業,40000,55000,大學以上,"[{'code': '12001008003', 'description': 'Excel'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12001008016', 'description': 'Word'}]",0,https://www.104.com.tw/job/8nhlh
1451,20260404,AI產品交付諮詢顧問,"Agent，我司無軟體開發工作

職務要求：
1. 熟練使用 SQL、Python、Excel 等工具。邏輯嚴謹，能獨立分析與解決問題，並以出色的溝通與說故事能力，將技術轉譯為具商業價值的表述方式。
2. 需進行顧問式需求訪談，深入理解客戶產業與業務痛點，",數智聚科技股份有限公司,電子通訊／電腦週邊批發業,40000,55000,大學以上,"[{'code': '12001001008', 'description': 'Mac OS'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001008003', 'description': 'Excel'}, {'code': '12001011002', 'description': 'Google Analytics'}, {'code': '12001011003', 'description': 'Google Tag Manager'}, {'code': '12001011011', 'description': 'Firebase'}, {'code': '12003005009', 'description': 'SAS'}]",0,https://www.104.com.tw/job/8trlw
1452,20260224,中研院生化所(吳昆峯老師)-博士後研究員,"應用於生命科學或相關領域）。
核心能力： 具備獨立開發與應用人工智慧方法於蛋白質結構研究的能力。需熟悉 Python 程式語言與 PyTorch 深度學習框架
理解 深度學習（Deep Learning）基本理論。
資料與架構理解： 熟悉蛋白質結構",中央研究院_生物化學研究所,其他教育服務業,64711,99317,博士,[],0,https://www.104.com.tw/job/8ylgw
1453,20260331,IT 內部稽核專員（技術導向）｜IT Internal Auditor,"式閱讀能力，能理解 Go、Python、Swift、Java 等語言
3.熟悉 ITGC、US-SOX、SDLC 資安與變更管理概念
4.中文母語、英文具商務溝通與報告能力

其他條件
1.善於溝通，能與工程團隊進行專業且具建設性的合規討論
2.可",17LIVE_藝啟股份有限公司,網際網路相關業,40000,55000,大學以上,[],1,https://www.104.com.tw/job/8xn32
1454,20260326,AE - PreSales(產品線：雲端平台),"(CUDA, GPU Operator, MIG) 設定經驗，能處理 AI 模型訓練時的資源分配與硬體相容性問題 (H100/GB200)。
3.	API 整合與自動化腳本撰寫：
•      熟悉 Python 或 Go 語言，能呼叫",勢流科技股份有限公司,電腦軟體服務業,40000,55000,碩士,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001001020', 'description': 'Shell'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003093', 'description': 'Cloud'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001003080', 'description': 'Go'}, {'code': '12001005023', 'description': 'AWS'}]",0,https://www.104.com.tw/job/8wo0f
1455,20260402,Data Analyst,"Experience with software development (R, Python, Java), data wrangling/munging (SQL), data analytics workflows (Jupyter Notebook),",美商達爾國際有限公司台灣分公司,半導體製造業,40000,55000,大學以上,[],13,https://www.104.com.tw/job/9026o
1457,20260407,"Software Engineer, Platforms Infrastructure Engineering Release Engineering","++, GO, or Python. 
• 3 years of experience across testing, maintaining, or launching software products. 
• 1 year of",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8z4w5
1458,20260126,【凱基人壽】2026暑期實習生,"回覆及跨部門溝通協調。
2.蒐集並彙整來往保經代公司相關資料，分析產業現況
3.協助優化既有資料流程，提升行政分析效率(熟稔python操作佳)",凱基人壽保險股份有限公司(總公司),人身保險業,33000,35000,大學以上,[],47,https://www.104.com.tw/job/8xuqi
1459,20260401,"Software Engineer, Generative AI Blackbelt, Google Cloud Platform","development in Python, or 1 year of experience with an advanced degree in an industry setting. 
• Experience with Large Language",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8zh98
1461,20260302,【資訊專才】雲端平台工程師_I00022371,"Python 程式開發能力  
- 具備 GitOps 經驗（ArgoCD）  
- 熟悉 Istio 或其他服務網格技術  

【未來發展(短中長期)】
短期：3M以內，瞭解公司制度與流程，融入團隊，同仁熟識，工作技能掌握
中期：3M-2Y，跨部門",國泰人壽保險股份有限公司_總公司_國泰金控,人身保險業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8qjbp
1462,20260403,"Analog Mixed-Signal Design Engineer, Silicon","Experience with Python and SystemVerilog for scripting, data analysis, functional modeling, and exploring system-level",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8zkxj
1463,20260401,"Software Engineering Manager, Diagnostics, Cloud Platforms","years of experience in software development and programming languages in C, C++, or Python. 
•         3 years of experience",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/9004v
1464,20260401,"Software Engineer, SDLC Solutions, Pixel","development in one or more programming languages (e.g., Python, C, C++, Java, JavaScript). 
 
 
 Preferred qualifications:
•",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/9004w
1465,20260325,"【身心障礙區】P5-軟體研發工程師 (人工智慧, 機器學習, 語意分析)","程式開發與維運，包含分類分群任務、情感分析、關鍵字提取、LLM Fine-tuning 等
2. 負責研究自然語言處理相關技術，並對產品應用進行技術評估與實作
必要條件
1. 具備 Python 程式撰寫能力
2. 具有機器學習專案經驗，應包含資料",意藍資訊股份有限公司,網際網路相關業,35000,45000,大學以上,[],0,https://www.104.com.tw/job/8frk3
1466,20260401,(2026 Summer Intern) Associate Data Engineer | apply by 4/20,"to communicate complex findings.
Tech-Driven Data Transformer: Utilize program languages like Python to build data pipelines",IBM_台灣國際商業機器股份有限公司,電腦系統整合服務業,34000,34000,大學以上,[],20,https://www.104.com.tw/job/900x7
1468,20260401,"Software Engineer III, Google System","software development, or Linux kernel development. 
• Experience in Python and scripting languages (e.g., Shell).",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8yna3
1470,20260403,"Staff Software Engineer, BMC Software, Google Cloud Platforms","systems or Linux driver development with one or more of the following programming languages (C, C++, Python or Bash). 
• 3 years",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8zbo4
1473,20260407,FX TD 特效技術工程師,"- 熟悉 Houdini
- 熟悉Python, Vex, Hscript，並具備開發工具經驗
- 了解粒子、煙霧、爆炸、流體、破碎等特效製作
- 了解 Houdini、Maya、Nuke 等 CG 製作軟體
- 了解特效與CG流程
- 具備良好",再現影像製作股份有限公司,廣播電視節目供應業,40000,80000,高中以上,[],0,https://www.104.com.tw/job/7qjfa
1474,20260325,自動化驗證工程師(TPnP Validation),"1.自動化驗證
2.數據庫設置和維護、雲數據庫管理、儀表板開發
3.服務器設置和配置和Linux環境（例如AWS、Google Cloud或Azure）

加分項目：
1.Web/UI開發經驗
2.使用Python進行編程或其他語言來自動驗證
3",台灣聚引移動有限公司,其它軟體及網路相關業,700000,800000,專科以上,[],0,https://www.104.com.tw/job/8n6nw
1476,20260401,"SoC Power Architect, Pixel Power","consumer electronics. 
• Experience with coding languages such as Python, Bash, or Perl for automating data collection,",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8yblj
1479,20260330,行政-教學部-博士後研究員,"學位（電腦科學、資料科學、電機工程、生醫資訊、統計）
•	熟悉Python、R或C++等程式語言，具深度學習實務經驗
•	熟悉大型語言模型（如GPT、LLaMA等）之訓練與微調，具地端模型建置經驗佳
•	具英文科技寫作能力，能獨立撰寫論文 或 專利",佛教慈濟醫療財團法人台北慈濟醫院,醫院,41500,9999999,博士,[],0,https://www.104.com.tw/job/8uadv
